,datetime,open,high,low,close,volume
60,2019-10-08 12:00:00,8176.64,8242.52,8103.88,8167.62,21209.366
61,2019-10-09 00:00:00,8168.33,8236.15,8113.0,8183.32,19599.74
62,2019-10-09 12:00:00,8183.32,8700.0,8159.77,8559.77,45853.903
63,2019-10-10 00:00:00,8559.77,8640.89,8465.84,8524.63,21856.784
64,2019-10-10 12:00:00,8524.66,8587.24,8419.34,8556.02,22428.884
65,2019-10-11 00:00:00,8557.0,8788.0,8280.0,8295.88,46111.693
66,2019-10-11 12:00:00,8295.74,8369.99,8210.0,8255.58,23046.271
67,2019-10-12 00:00:00,8255.54,8366.79,8248.34,8319.75,17459.332
68,2019-10-12 12:00:00,8319.74,8397.45,8290.5,8300.22,20302.182
69,2019-10-13 00:00:00,8300.31,8378.19,8277.32,8345.14,14914.632
70,2019-10-13 12:00:00,8345.14,8456.0,8137.3,8274.66,28906.281
71,2019-10-14 00:00:00,8274.33,8329.38,8243.87,8279.61,16899.473
72,2019-10-14 12:00:00,8277.61,8381.77,8205.02,8346.05,45100.348
73,2019-10-15 00:00:00,8346.31,8408.62,8258.33,8294.5,27083.836
74,2019-10-15 12:00:00,8294.23,8378.51,8080.0,8160.01,59162.913
75,2019-10-16 00:00:00,8160.55,8184.0,8010.64,8060.33,31529.831
76,2019-10-16 12:00:00,8060.33,8060.33,7900.24,7992.21,38904.621
77,2019-10-17 00:00:00,7994.76,8119.0,7930.0,8066.01,33557.317
78,2019-10-17 12:00:00,8066.01,8124.63,8015.23,8069.2,24797.285
79,2019-10-18 00:00:00,8069.41,8117.3,7812.0,7921.6,38208.574
80,2019-10-18 12:00:00,7920.65,7984.0,7880.1,7943.94,37042.778
81,2019-10-19 00:00:00,7945.57,8011.0,7892.85,7943.74,30247.903
82,2019-10-19 12:00:00,7943.74,8108.54,7852.12,7947.13,47776.492
83,2019-10-20 00:00:00,7947.78,7980.0,7871.17,7942.39,34077.823
84,2019-10-20 12:00:00,7942.39,8300.5,7937.15,8218.23,44586.092
85,2019-10-21 00:00:00,8218.23,8284.38,8178.0,8231.89,25554.859
86,2019-10-21 12:00:00,8231.89,8334.57,8150.0,8201.74,34373.657
87,2019-10-22 00:00:00,8201.0,8283.69,8164.78,8276.18,30612.109
88,2019-10-22 12:00:00,8275.04,8290.0,8000.0,8020.89,38894.771
89,2019-10-23 00:00:00,8020.68,8047.78,7917.11,7964.7,29190.091
90,2019-10-23 12:00:00,7965.67,7965.78,7172.76,7465.0,79294.048
91,2019-10-24 00:00:00,7465.18,7494.08,7337.44,7419.0,36133.415
92,2019-10-24 12:00:00,7419.01,7495.81,7408.09,7411.35,30586.119
93,2019-10-25 00:00:00,7410.07,7638.51,7359.0,7575.06,31509.738
94,2019-10-25 12:00:00,7574.65,8800.0,7573.62,8650.0,133609.188
95,2019-10-26 00:00:00,8650.0,10408.48,8626.89,9230.04,167240.245
96,2019-10-26 12:00:00,9230.03,9450.0,8873.98,9232.22,80920.916
97,2019-10-27 00:00:00,9234.75,9666.0,9066.07,9283.98,51885.172
98,2019-10-27 12:00:00,9284.77,9803.83,9215.0,9533.32,111658.847
99,2019-10-28 00:00:00,9534.37,9930.13,9282.12,9425.0,85556.711
100,2019-10-28 12:00:00,9423.11,9494.0,9156.03,9217.36,70043.264
101,2019-10-29 00:00:00,9215.78,9569.1,9200.0,9444.65,56886.171
102,2019-10-29 12:00:00,9442.78,9492.86,9070.0,9415.02,67816.843
103,2019-10-30 00:00:00,9415.02,9418.65,9005.41,9108.87,52816.365
104,2019-10-30 12:00:00,9108.88,9240.0,8975.72,9165.3,45648.493
105,2019-10-31 00:00:00,9163.4,9216.0,8933.0,9121.0,38944.924
106,2019-10-31 12:00:00,9122.0,9438.64,9011.0,9150.0,59891.12
107,2019-11-01 00:00:00,9149.88,9280.0,9051.0,9166.17,34357.151
108,2019-11-01 12:00:00,9166.17,9270.0,9050.27,9231.01,52899.798
109,2019-11-02 00:00:00,9231.7,9267.83,9194.98,9239.99,21143.215
110,2019-11-02 12:00:00,9239.91,9375.0,9204.0,9287.8,35458.84
111,2019-11-03 00:00:00,9288.96,9366.69,9107.43,9160.31,38051.342
112,2019-11-03 12:00:00,9160.31,9240.0,9073.0,9197.88,37561.38
113,2019-11-04 00:00:00,9197.86,9268.0,9126.01,9259.38,27467.82
114,2019-11-04 12:00:00,9259.38,9550.0,9231.3,9395.46,62965.537
115,2019-11-05 00:00:00,9395.47,9457.13,9164.33,9292.69,51763.439
116,2019-11-05 12:00:00,9292.22,9421.24,9221.0,9313.2,61974.787
117,2019-11-06 00:00:00,9313.1,9450.0,9272.0,9380.01,40517.149
118,2019-11-06 12:00:00,9380.01,9398.0,9259.48,9343.6,33250.762
119,2019-11-07 00:00:00,9344.29,9381.93,9163.89,9206.51,41959.466
120,2019-11-07 12:00:00,9206.49,9269.0,9091.2,9219.64,35430.103
121,2019-11-08 00:00:00,9221.63,9259.3,8938.81,9033.3,52904.347
122,2019-11-08 12:00:00,9033.39,9040.92,8669.85,8775.03,98946.813
123,2019-11-09 00:00:00,8775.6,8878.0,8730.0,8820.75,29824.711
124,2019-11-09 12:00:00,8820.68,8873.28,8727.0,8811.15,37021.681
125,2019-11-10 00:00:00,8811.3,8889.02,8760.0,8832.35,28735.859
126,2019-11-10 12:00:00,8832.34,9187.0,8787.01,9041.31,62363.338
127,2019-11-11 00:00:00,9041.31,9072.91,8611.11,8727.17,74775.075
128,2019-11-11 12:00:00,8725.51,8803.83,8689.79,8728.93,38598.687
129,2019-11-12 00:00:00,8729.89,8789.68,8706.17,8746.84,29010.55
130,2019-11-12 12:00:00,8746.85,8889.06,8552.12,8817.0,78509.996
131,2019-11-13 00:00:00,8817.94,8838.0,8712.0,8771.16,28397.282
132,2019-11-13 12:00:00,8771.2,8796.0,8732.0,8774.76,30188.529
133,2019-11-14 00:00:00,8774.78,8798.06,8581.39,8634.99,51648.535
134,2019-11-14 12:00:00,8635.0,8697.71,8605.85,8642.25,35451.46
135,2019-11-15 00:00:00,8642.47,8780.0,8515.0,8630.0,76130.668
136,2019-11-15 12:00:00,8630.01,8685.0,8380.0,8473.27,69471.829
137,2019-11-16 00:00:00,8473.3,8540.54,8435.0,8481.0,29001.039
138,2019-11-16 12:00:00,8480.43,8526.0,8455.0,8491.06,19656.001
139,2019-11-17 00:00:00,8491.18,8588.0,8355.78,8518.91,35652.872
140,2019-11-17 12:00:00,8519.01,8631.0,8481.73,8504.04,36499.394
141,2019-11-18 00:00:00,8504.13,8504.71,8417.0,8444.99,33486.002
142,2019-11-18 12:00:00,8444.65,8465.33,8050.0,8183.26,89991.14
143,2019-11-19 00:00:00,8183.3,8212.87,8000.0,8071.93,53983.557
144,2019-11-19 12:00:00,8071.58,8158.59,8015.0,8131.7,56870.473
145,2019-11-20 00:00:00,8131.12,8155.0,8037.5,8088.44,35519.24
146,2019-11-20 12:00:00,8088.33,8230.0,8066.0,8094.05,51833.14
147,2019-11-21 00:00:00,8094.57,8131.51,7855.0,7871.42,62962.085
148,2019-11-21 12:00:00,7872.46,7915.0,7432.0,7621.9,117327.104
149,2019-11-22 00:00:00,7621.89,7765.03,6920.0,7097.18,191682.82
150,2019-11-22 12:00:00,7097.64,7379.38,6762.73,7262.72,179531.131
151,2019-11-23 00:00:00,7261.89,7295.0,7073.38,7166.83,67761.073
152,2019-11-23 12:00:00,7167.44,7345.84,7132.27,7305.99,71882.238
153,2019-11-24 00:00:00,7306.19,7324.92,7079.13,7198.93,69453.472
154,2019-11-24 12:00:00,7199.12,7202.96,6855.91,6900.86,114222.606
155,2019-11-25 00:00:00,6899.77,6976.0,6510.19,6870.34,170252.247
156,2019-11-25 12:00:00,6869.94,7386.29,6863.03,7102.03,163735.667
157,2019-11-26 00:00:00,7103.34,7340.06,7022.15,7162.18,112664.922
158,2019-11-26 12:00:00,7162.98,7221.77,7011.9,7150.0,81297.172
159,2019-11-27 00:00:00,7149.97,7171.75,6850.0,7143.75,112720.951
160,2019-11-27 12:00:00,7143.55,7669.2,7113.4,7506.77,185122.043
161,2019-11-28 00:00:00,7506.78,7569.23,7411.63,7478.44,73657.171
162,2019-11-28 12:00:00,7478.44,7643.0,7356.0,7415.79,101343.438
163,2019-11-29 00:00:00,7417.0,7598.92,7394.57,7513.81,67821.758
164,2019-11-29 12:00:00,7513.8,7850.0,7400.0,7736.66,117997.428
165,2019-11-30 00:00:00,7737.23,7800.0,7624.23,7654.11,55410.126
166,2019-11-30 12:00:00,7654.75,7714.7,7444.18,7542.93,86556.266
167,2019-12-01 00:00:00,7541.08,7541.08,7222.29,7314.28,108460.071
168,2019-12-01 12:00:00,7314.28,7474.0,7260.0,7387.38,87831.181
169,2019-12-02 00:00:00,7388.0,7416.75,7137.74,7294.67,80097.983
170,2019-12-02 12:00:00,7294.01,7350.0,7234.16,7291.0,63868.97
171,2019-12-03 00:00:00,7291.74,7404.42,7231.35,7262.7,47600.835
172,2019-12-03 12:00:00,7261.78,7353.33,7261.29,7290.86,37098.635
173,2019-12-04 00:00:00,7290.85,7291.52,7070.0,7194.24,87308.594
174,2019-12-04 12:00:00,7193.59,7800.0,7074.41,7191.0,187570.887
175,2019-12-05 00:00:00,7189.42,7432.24,7142.54,7364.0,93299.908
176,2019-12-05 12:00:00,7364.18,7480.0,7258.0,7384.99,83015.2
177,2019-12-06 00:00:00,7384.66,7441.94,7295.73,7334.81,60640.499
178,2019-12-06 12:00:00,7334.82,7602.44,7334.82,7522.1,75578.208
179,2019-12-07 00:00:00,7521.13,7616.91,7467.44,7521.9,49044.735
180,2019-12-07 12:00:00,7521.9,7550.0,7469.43,7487.2,34164.047
181,2019-12-08 00:00:00,7487.19,7539.0,7376.0,7515.94,48037.658
182,2019-12-08 12:00:00,7516.78,7559.39,7493.63,7508.2,36342.68
183,2019-12-09 00:00:00,7507.87,7540.0,7434.57,7467.0,45028.494
184,2019-12-09 12:00:00,7466.6,7676.48,7269.05,7337.49,91411.682
185,2019-12-10 00:00:00,7338.2,7403.71,7284.07,7338.72,52313.339
186,2019-12-10 12:00:00,7338.04,7353.07,7152.0,7220.98,74349.455
187,2019-12-11 00:00:00,7220.92,7267.0,7177.77,7222.99,41721.537
188,2019-12-11 12:00:00,7222.99,7260.0,7117.74,7205.77,55599.19
189,2019-12-12 00:00:00,7206.78,7295.12,7080.0,7188.12,75679.522
190,2019-12-12 12:00:00,7188.25,7260.0,7137.04,7194.77,64914.583
191,2019-12-13 00:00:00,7194.08,7247.22,7190.0,7216.0,37020.596
192,2019-12-13 12:00:00,7216.4,7298.0,7205.0,7252.98,43158.237
193,2019-12-14 00:00:00,7252.98,7266.14,7141.0,7183.45,34012.249
194,2019-12-14 12:00:00,7183.55,7185.62,7007.86,7061.34,63825.263
195,2019-12-15 00:00:00,7060.79,7196.0,7004.77,7107.06,52073.505
196,2019-12-15 12:00:00,7107.87,7150.0,7051.88,7115.0,35859.728
197,2019-12-16 00:00:00,7115.45,7125.0,7037.03,7088.71,32853.266
198,2019-12-16 12:00:00,7088.71,7147.34,6831.0,6887.54,84744.624
199,2019-12-17 00:00:00,6887.48,6937.0,6850.02,6931.24,30828.008
200,2019-12-17 12:00:00,6931.1,6940.0,6550.0,6618.96,135583.281
201,2019-12-18 00:00:00,6618.96,6720.0,6588.81,6611.05,63448.16
202,2019-12-18 12:00:00,6611.05,7479.99,6427.0,7277.44,265041.433
203,2019-12-19 00:00:00,7278.11,7367.87,7042.82,7147.72,83700.317
204,2019-12-19 12:00:00,7147.72,7230.0,7058.01,7146.29,75149.249
205,2019-12-20 00:00:00,7146.29,7175.0,7078.17,7145.87,40511.351
206,2019-12-20 12:00:00,7146.41,7217.08,7129.9,7184.39,45938.215
207,2019-12-21 00:00:00,7184.39,7185.0,7108.0,7145.87,22851.714
208,2019-12-21 12:00:00,7145.01,7176.39,7115.6,7131.01,21489.151
209,2019-12-22 00:00:00,7131.02,7195.0,7122.0,7161.48,21743.797
210,2019-12-22 12:00:00,7161.9,7517.61,7155.0,7502.92,108053.598
211,2019-12-23 00:00:00,7502.92,7637.56,7452.0,7553.52,81466.628
212,2019-12-23 12:00:00,7552.31,7691.0,7262.0,7314.01,133832.159
213,2019-12-24 00:00:00,7314.03,7410.0,7225.0,7371.17,63318.385
214,2019-12-24 12:00:00,7371.17,7434.55,7156.08,7252.04,85762.619
215,2019-12-25 00:00:00,7251.57,7267.63,7200.0,7215.04,33173.971
216,2019-12-25 12:00:00,7214.48,7265.0,7123.19,7201.45,63791.101
217,2019-12-26 00:00:00,7201.67,7236.0,7175.73,7184.65,29438.676
218,2019-12-26 12:00:00,7185.24,7438.8,7151.0,7197.46,104534.857
219,2019-12-27 00:00:00,7197.84,7238.16,7078.89,7132.01,40551.497
220,2019-12-27 12:00:00,7132.45,7270.0,7090.0,7248.4,71733.113
221,2019-12-28 00:00:00,7248.4,7358.31,7235.0,7303.63,50025.708
222,2019-12-28 12:00:00,7303.97,7359.15,7273.35,7311.48,41267.174
223,2019-12-29 00:00:00,7310.29,7359.0,7283.6,7340.33,27637.092
224,2019-12-29 12:00:00,7340.33,7527.0,7322.26,7383.67,74906.882
225,2019-12-30 00:00:00,7383.68,7400.0,7287.25,7310.64,42689.241
226,2019-12-30 12:00:00,7309.79,7340.0,7215.58,7240.43,51686.121
227,2019-12-31 00:00:00,7240.8,7264.99,7190.0,7238.37,32287.242
228,2019-12-31 12:00:00,7238.4,7319.0,7141.0,7189.0,56916.195
229,2020-01-01 00:00:00,7189.43,7239.74,7170.15,7192.65,27830.403
230,2020-01-01 12:00:00,7192.74,7260.43,7174.0,7197.57,28970.926
231,2020-01-02 00:00:00,7197.57,7209.59,7101.0,7136.24,44326.072
232,2020-01-02 12:00:00,7136.36,7160.0,6922.0,6962.04,70969.605
233,2020-01-03 00:00:00,6962.34,7368.33,6863.44,7338.11,119991.949
234,2020-01-03 12:00:00,7338.4,7407.28,7229.0,7341.72,88501.509
235,2020-01-04 00:00:00,7341.6,7368.47,7279.0,7333.07,38661.577
236,2020-01-04 12:00:00,7333.07,7400.0,7269.21,7350.71,53924.456
237,2020-01-05 00:00:00,7350.54,7495.0,7350.54,7422.48,65361.271
238,2020-01-05 12:00:00,7422.48,7478.0,7303.0,7354.36,52404.701
239,2020-01-06 00:00:00,7354.36,7580.08,7345.0,7540.0,77995.15
240,2020-01-06 12:00:00,7539.99,7808.65,7481.74,7757.39,90155.167
241,2020-01-07 00:00:00,7757.74,8014.91,7757.0,7899.86,106363.807
242,2020-01-07 12:00:00,7898.9,8215.33,7733.0,8152.49,174445.355
243,2020-01-08 00:00:00,8150.9,8468.42,8144.02,8335.28,137675.003
244,2020-01-08 12:00:00,8335.28,8427.97,7870.11,8059.84,183550.111
245,2020-01-09 00:00:00,8059.77,8060.0,7851.91,7881.53,79124.743
246,2020-01-09 12:00:00,7881.52,8006.83,7750.01,7818.59,108138.4
247,2020-01-10 00:00:00,7817.91,7855.0,7670.0,7841.02,82454.62
248,2020-01-10 12:00:00,7841.0,8210.62,7808.32,8207.09,171329.328
249,2020-01-11 00:00:00,8207.2,8261.33,8012.29,8049.81,82507.635
250,2020-01-11 12:00:00,8049.26,8292.19,8003.87,8020.56,82234.08
251,2020-01-12 00:00:00,8020.58,8166.72,7956.28,8117.73,48784.205
252,2020-01-12 12:00:00,8117.7,8195.0,8070.13,8186.7,59845.759
253,2020-01-13 00:00:00,8186.22,8200.0,8053.78,8080.0,37631.982
254,2020-01-13 12:00:00,8080.0,8165.0,8055.0,8113.0,36949.382
255,2020-01-14 00:00:00,8112.99,8598.27,8109.02,8530.24,116211.764
256,2020-01-14 12:00:00,8530.24,8893.0,8479.54,8825.0,174566.217
257,2020-01-15 00:00:00,8825.0,8918.5,8570.52,8738.06,114793.308
258,2020-01-15 12:00:00,8738.06,8921.2,8680.42,8825.3,122840.529
259,2020-01-16 00:00:00,8825.35,8868.21,8596.25,8730.35,91532.503
260,2020-01-16 12:00:00,8730.74,8793.77,8634.0,8725.08,76426.46
261,2020-01-17 00:00:00,8724.99,9039.0,8680.0,8914.51,117404.482
262,2020-01-17 12:00:00,8914.51,8968.0,8785.0,8918.72,88313.204
263,2020-01-18 00:00:00,8918.73,8995.0,8816.0,8885.99,58133.166
264,2020-01-18 12:00:00,8885.99,8968.0,8855.0,8925.0,56575.516
265,2020-01-19 00:00:00,8925.0,9205.3,8505.0,8704.84,133051.119
266,2020-01-19 12:00:00,8703.44,8760.93,8440.91,8705.85,92263.406
267,2020-01-20 00:00:00,8705.98,8740.0,8601.0,8622.74,52108.717
268,2020-01-20 12:00:00,8622.74,8750.37,8526.06,8650.0,73052.958
269,2020-01-21 00:00:00,8650.0,8700.0,8608.71,8662.99,37018.665
270,2020-01-21 12:00:00,8662.99,8790.1,8448.6,8742.43,70558.488
271,2020-01-22 00:00:00,8742.78,8820.0,8616.09,8661.33,52548.895
272,2020-01-22 12:00:00,8660.5,8720.59,8585.85,8684.57,41756.601
273,2020-01-23 00:00:00,8684.47,8694.0,8404.68,8433.81,81072.414
274,2020-01-23 12:00:00,8433.8,8508.0,8326.0,8409.6,82334.65
275,2020-01-24 00:00:00,8410.0,8424.97,8247.0,8416.56,67597.949
276,2020-01-24 12:00:00,8416.63,8528.0,8371.2,8441.96,77187.442
277,2020-01-25 00:00:00,8442.82,8455.0,8272.0,8319.01,55950.762
278,2020-01-25 12:00:00,8318.79,8425.0,8290.9,8344.64,41010.952
279,2020-01-26 00:00:00,8344.37,8488.0,8300.0,8481.78,53851.408
280,2020-01-26 12:00:00,8482.47,8624.45,8442.0,8611.21,64047.508
281,2020-01-27 00:00:00,8611.21,8764.0,8565.0,8737.66,68405.035
282,2020-01-27 12:00:00,8737.24,9015.48,8707.0,8913.61,103830.293
283,2020-01-28 00:00:00,8913.61,9176.68,8913.61,9089.93,104515.305
284,2020-01-28 12:00:00,9089.4,9436.06,8905.0,9398.98,139952.241
285,2020-01-29 00:00:00,9399.72,9450.0,9242.0,9313.47,101211.472
286,2020-01-29 12:00:00,9312.42,9460.52,9263.27,9311.0,68249.171
287,2020-01-30 00:00:00,9311.23,9415.2,9210.42,9350.2,56724.928
288,2020-01-30 12:00:00,9350.2,9599.0,9223.0,9525.67,133412.608
289,2020-01-31 00:00:00,9525.67,9550.72,9285.0,9338.56,74872.642
290,2020-01-31 12:00:00,9337.85,9438.0,9220.0,9364.51,71771.384
291,2020-02-01 00:00:00,9364.5,9477.76,9335.0,9364.88,59211.638
292,2020-02-01 12:00:00,9364.88,9430.0,9306.0,9392.74,49828.647
293,2020-02-02 00:00:00,9392.99,9459.99,9160.01,9442.87,81564.572
294,2020-02-02 12:00:00,9442.86,9489.92,9325.0,9338.2,66838.405
295,2020-02-03 00:00:00,9340.49,9647.61,9290.0,9356.72,94648.37
296,2020-02-03 12:00:00,9356.67,9378.82,9250.0,9300.64,64401.015
297,2020-02-04 00:00:00,9300.63,9368.0,9114.0,9193.76,86327.835
298,2020-02-04 12:00:00,9193.75,9242.93,9105.0,9198.35,61516.067
299,2020-02-05 00:00:00,9198.32,9430.0,9179.88,9423.0,72578.352
300,2020-02-05 12:00:00,9422.99,9799.08,9422.99,9630.0,139733.345
301,2020-02-06 00:00:00,9630.0,9715.04,9550.0,9708.4,75435.96
302,2020-02-06 12:00:00,9707.41,9884.0,9651.0,9778.12,125120.407
303,2020-02-07 00:00:00,9777.97,9900.0,9743.21,9819.12,72267.23
304,2020-02-07 12:00:00,9818.8,9855.35,9736.66,9821.52,57473.537
305,2020-02-08 00:00:00,9821.52,9870.57,9680.55,9825.61,59868.294
306,2020-02-08 12:00:00,9825.61,9956.0,9765.0,9906.43,69398.975
307,2020-02-09 00:00:00,9906.09,10184.34,9892.15,10130.5,85077.259
308,2020-02-09 12:00:00,10130.49,10182.59,10026.0,10167.38,58329.754
309,2020-02-10 00:00:00,10167.37,10213.56,9750.0,9827.36,125914.583
310,2020-02-10 12:00:00,9826.75,9931.89,9782.1,9865.56,58328.154
311,2020-02-11 00:00:00,9865.56,9874.77,9729.36,9812.27,63159.389
312,2020-02-11 12:00:00,9810.58,10409.96,9799.88,10229.06,126960.426
313,2020-02-12 00:00:00,10230.74,10479.98,10229.71,10363.0,91043.222
314,2020-02-12 12:00:00,10361.77,10437.0,10259.64,10339.99,68631.036
315,2020-02-13 00:00:00,10339.64,10512.55,10101.0,10165.03,106387.219
316,2020-02-13 12:00:00,10165.04,10540.0,10121.06,10239.63,106665.498
317,2020-02-14 00:00:00,10240.02,10310.0,10123.37,10279.9,68110.643
318,2020-02-14 12:00:00,10280.15,10390.0,10233.0,10356.82,62865.103
319,2020-02-15 00:00:00,10356.27,10389.75,10203.98,10247.03,48348.811
320,2020-02-15 12:00:00,10247.02,10271.0,9752.3,9914.99,103797.316
321,2020-02-16 00:00:00,9914.31,10060.45,9865.0,9934.08,46634.812
322,2020-02-16 12:00:00,9933.24,10004.38,9626.64,9921.86,94913.144
323,2020-02-17 00:00:00,9921.87,9971.0,9585.0,9634.54,86104.551
324,2020-02-17 12:00:00,9634.59,9738.15,9461.89,9716.0,99233.628
325,2020-02-18 00:00:00,9716.0,9821.0,9635.74,9712.56,54359.809
326,2020-02-18 12:00:00,9711.84,10270.0,9598.0,10174.32,111759.56
327,2020-02-19 00:00:00,10174.53,10228.22,10026.08,10213.01,55730.126
328,2020-02-19 12:00:00,10213.01,10286.0,9293.07,9593.65,131765.801
329,2020-02-20 00:00:00,9593.31,9654.64,9500.0,9572.96,55904.141
330,2020-02-20 12:00:00,9572.96,9700.0,9382.59,9601.99,87201.446
331,2020-02-21 00:00:00,9601.51,9740.0,9572.06,9700.19,45583.07
332,2020-02-21 12:00:00,9700.16,9759.59,9547.0,9681.39,53371.218
333,2020-02-22 00:00:00,9681.39,9710.7,9565.0,9640.87,31571.399
334,2020-02-22 12:00:00,9640.87,9708.47,9613.77,9659.2,26848.148
335,2020-02-23 00:00:00,9658.95,10018.9,9657.0,9842.16,58718.617
336,2020-02-23 12:00:00,9842.1,9980.29,9815.25,9943.12,38415.741
337,2020-02-24 00:00:00,9943.12,10000.0,9560.0,9816.2,76084.034
338,2020-02-24 12:00:00,9816.21,9848.2,9487.38,9662.95,81881.637
339,2020-02-25 00:00:00,9662.88,9680.0,9497.5,9632.0,54161.399
340,2020-02-25 12:00:00,9634.29,9686.78,9247.0,9326.0,114480.326
341,2020-02-26 00:00:00,9326.0,9384.0,9116.0,9170.01,88367.695
342,2020-02-26 12:00:00,9170.0,9300.0,8610.0,8792.22,178637.477
343,2020-02-27 00:00:00,8793.96,8862.0,8533.9,8808.0,96548.043
344,2020-02-27 12:00:00,8808.0,8978.0,8684.46,8828.0,104090.445
345,2020-02-28 00:00:00,8827.12,8908.86,8550.0,8593.54,80416.141
346,2020-02-28 12:00:00,8593.43,8809.05,8450.0,8699.57,115649.969
347,2020-02-29 00:00:00,8699.86,8799.83,8613.0,8708.56,50447.451
348,2020-02-29 12:00:00,8706.83,8708.65,8530.0,8531.98,53077.234
